id,data,topic,country,language
1,"{""question"": ""Первым проедет перекресток:"", ""options"": [""Красный автомобиль."", ""Синий автомобиль."", ""Желтый автомобиль."", ""Зеленый автомобиль.""], ""correct_index"": 3, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/5/images/1.jpg""}","Группа № 5. Перекресток (со знаками, без знаков)",am,ru
2,"{""question"": ""Последним проедет перекресток:"", ""options"": [""Синий автомобиль."", ""Зеленый автомобиль."", ""Красный автомобиль.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/5/images/2.jpg""}","Группа № 5. Перекресток (со знаками, без знаков)",am,ru
3,"{""question"": ""Синий автомобиль проедет перекресток:"", ""options"": [""Первым."", ""Вторым.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/5/images/3.jpg""}","Группа № 5. Перекресток (со знаками, без знаков)",am,ru
4,"{""question"": ""В каком ответе правильно указана очередность проезда перекрестка?"", ""options"": [""Автобус , легковой автомобиль, велосипед."", ""Легковой автомобиль, автобус , велосипед."", ""Велосипед, автобус, легковой автомобиль.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/5/images/4.jpg""}","Группа № 5. Перекресток (со знаками, без знаков)",am,ru
5,"{""question"": ""Вторым проедет перекресток:"", ""options"": [""Трамвай."", ""Красный автомобиль."", ""Синий автомобиль.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/5/images/5.jpg""}","Группа № 5. Перекресток (со знаками, без знаков)",am,ru
6,"{""question"": ""В каком направлении запрещено движение?"", ""options"": [""Направо в первый проезд."", ""Направо во второй проезд."", ""Направо в первый и второй проезды.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/5/images/6.jpg""}","Группа № 5. Перекресток (со знаками, без знаков)",am,ru
7,"{""question"": ""Вторым проедет перекресток:"", ""options"": [""Зеленый автомобиль."", ""Красный автомобиль."", ""Синий автомобиль.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/5/images/7.jpg""}","Группа № 5. Перекресток (со знаками, без знаков)",am,ru
8,"{""question"": ""Вторым проедет перекресток:"", ""options"": [""Синий автомобиль."", ""Зеленый автомобиль."", ""Красный автомобиль.""], ""correct_index"": 0, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/5/images/8.jpg""}","Группа № 5. Перекресток (со знаками, без знаков)",am,ru
9,"{""question"": ""Вторым проедет перекресток:"", ""options"": [""Белый автомобиль одновременно с желтым."", ""Красный автомобиль."", ""Зеленый автомобиль.""], ""correct_index"": 1, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/5/images/9.jpg""}","Группа № 5. Перекресток (со знаками, без знаков)",am,ru
10,"{""question"": ""Последним проедет перекресток:"", ""options"": [""Синий автомобиль."", ""Желтый автомобиль."", ""Зеленый автомобиль."", ""Красный автомобиль.""], ""correct_index"": 2, ""question_image"": ""https://github.com/vladfediushin/driving-assets/blob/main/Armenia/5/images/10.jpg""}","Группа № 5. Перекресток (со знаками, без знаков)",am,ru
